init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
1995-feb15,ens1,199503,-1.16691,-1.58930,0.18466,0.44191,-0.70963,1.50556,-1.32407,-0.90240,-0.21262,0.26727
1995-feb20,ens1,199503,0.91624,-1.35149,1.67944,0.69896,-0.67878,0.31652,1.05996,0.53777,-0.68091,-0.80399
1995-feb25,ens1,199503,-0.04048,0.16742,0.07996,0.65499,-0.21578,-1.02816,-0.59590,1.60527,1.76773,0.95089
1996-dec02,ens1,199701,-0.19410,-0.65899,0.66885,1.09116,-0.96092,0.90564,2.02843,0.40353,-1.37736,-1.23048
1996-dec07,ens1,199701,-0.85674,-0.29446,0.50077,0.13986,-0.08188,-0.50075,-0.22167,1.26185,1.68999,-0.43432
1996-dec12,ens1,199701,0.67576,1.02340,0.43451,0.07212,2.02240,1.42611,0.17170,-0.33792,-0.13473,-0.20714
1996-dec17,ens1,199701,-1.83856,0.74235,-0.58278,-1.06659,0.59616,1.22823,-0.57240,0.31837,0.54738,1.56214
1996-dec22,ens1,199701,0.84639,0.59217,0.14707,1.10979,2.54982,1.75055,0.13570,0.38217,0.24609,-0.46038
1996-dec27,ens1,199701,-0.66511,-0.45396,-0.68679,-0.65843,-0.76941,0.77700,0.18566,-0.05363,-0.65348,0.19609
1996-jan16,ens1,199602,-1.45058,-1.63105,0.74862,-0.93670,-0.41272,0.60487,-0.70668,-0.38183,0.16397,1.46619
1996-jan21,ens1,199602,1.09425,-0.11551,0.53539,-0.73222,-0.23909,-0.49538,-0.14435,0.14633,1.75201,-0.09655
1996-jan26,ens1,199602,-2.45267,1.33908,-0.44955,0.24790,0.64403,-0.70335,-0.44424,2.20097,0.92257,1.07282
1996-jan31,ens1,199602,0.42480,-1.09690,0.81110,-0.10079,-1.05619,0.17298,-0.32749,-0.84584,0.57307,-1.57540
1996-feb10,ens1,199603,0.75012,1.37498,0.64950,-0.02529,0.97253,0.91398,0.10082,-0.65853,0.28768,-1.75987
1996-feb15,ens1,199603,0.85100,0.05602,0.70612,-1.02326,-0.06306,1.22351,1.78697,-0.26626,1.44552,-1.55153
1996-feb20,ens1,199603,-0.45032,0.56200,0.08793,0.11919,-0.08206,0.83083,1.39167,0.92630,0.23726,-1.53374
1996-feb25,ens1,199603,-0.92759,1.39253,0.59068,-1.20285,0.59119,0.84021,-0.85821,1.59227,-0.31507,-3.18440
1997-dec02,ens1,199801,0.66597,-1.25407,1.24936,0.59290,0.88726,-0.62038,0.58367,1.31110,-0.53344,1.50757
1997-dec07,ens1,199801,-1.84501,-1.11662,-0.80427,-1.06141,0.55435,-1.42490,-0.19835,0.14106,-1.46841,-0.30625
1997-dec12,ens1,199801,0.40282,-1.51699,-0.26458,0.72649,0.83783,0.45813,0.03948,-2.82375,-0.64695,0.06989
1997-dec17,ens1,199801,0.52398,-1.56333,0.72707,-0.37629,0.63277,-0.32551,1.17361,-1.36853,-1.26024,-0.11902
1997-dec22,ens1,199801,-1.62646,-0.04071,0.76169,1.26717,0.09523,-1.83267,-0.14203,-0.34166,-0.41564,-1.24126
1997-dec27,ens1,199801,-0.69350,-1.47938,-1.23121,1.06051,1.56655,-0.93215,0.27954,-0.85589,-0.07799,-0.22853
1997-jan16,ens1,199702,2.13978,-0.32435,-0.01958,0.70489,1.36250,2.68655,-0.44424,-0.79807,0.52952,0.88666
1997-jan21,ens1,199702,0.43603,-0.26492,0.02484,-2.04144,1.90454,3.62564,0.85332,-0.54442,-1.51074,-0.89083
1997-jan26,ens1,199702,1.50334,0.26944,-0.90401,0.15779,1.27992,0.91227,-0.73911,0.31992,1.28413,0.11552
1997-jan31,ens1,199702,0.31467,0.60723,-0.72237,0.02079,-0.21832,-1.34024,-1.00583,0.50012,0.62995,-0.54250
1997-feb10,ens1,199703,1.26154,-0.09274,-0.86983,0.78449,-0.72965,0.94492,0.13871,2.64710,-1.99979,-0.85303
1997-feb15,ens1,199703,1.86345,-0.64262,-0.57930,2.58083,-1.33756,0.07571,0.75088,0.45379,-0.73705,-1.40372
1997-feb20,ens1,199703,1.21151,0.17433,-2.60842,0.17022,0.40454,-1.99721,-0.44254,2.22395,0.96292,0.08491
1997-feb25,ens1,199703,0.62013,0.12824,-0.74386,-1.12711,-0.00367,-2.01754,-0.72280,1.34062,-0.18425,-0.23077
1998-dec02,ens1,199901,-0.70260,-0.31218,-0.18085,0.11988,-2.07498,2.02288,-1.16362,-3.06583,1.00825,1.29243
1998-dec07,ens1,199901,-0.35548,0.71341,0.36906,-1.06105,-0.42456,-1.32816,0.35991,1.32365,-0.05483,0.59651
1998-dec12,ens1,199901,-0.97168,1.70443,-0.11386,-1.47570,-1.12356,0.00166,-0.45527,-1.84552,-0.27541,0.11187
1998-dec17,ens1,199901,-1.87532,0.89682,-1.56474,0.73892,0.07954,0.65810,-0.69529,-1.64716,-0.02898,0.30354
1998-dec22,ens1,199901,0.86756,-0.16501,0.39299,0.40941,-0.69365,0.59857,-0.00431,0.67468,0.53990,0.83275
1998-dec27,ens1,199901,-0.48314,-0.44926,1.27323,0.52265,-1.27849,0.98953,-0.91208,-0.97759,1.06248,0.48857
1998-jan16,ens1,199802,-2.28107,-0.97218,1.17616,0.58680,0.62802,-1.89265,0.96044,-0.28578,-0.16009,0.70357
