init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
2001-dec17,ens1,200201,-0.26754,-0.72400,0.13286,2.06700,0.78818,0.58057,-0.73007,-0.90038,-0.23563,1.63770
2001-dec22,ens1,200201,1.04159,-1.75244,0.96784,1.77937,0.96942,1.03329,1.02645,1.46125,0.60405,-0.34431
2001-dec27,ens1,200201,0.17912,-0.77306,-0.10189,-0.09739,1.03576,0.15576,-0.09821,-0.22456,-0.01366,1.14079
2001-jan16,ens1,200102,0.57478,1.22419,0.97125,1.03839,-1.49535,-1.60130,0.98944,1.03542,0.52178,-0.81183
2001-jan21,ens1,200102,1.38234,1.12900,0.07220,-0.42441,0.60702,-1.37897,-0.17961,-1.86694,0.50937,-0.76395
2001-jan26,ens1,200102,0.71730,0.43138,-0.68633,0.16217,0.75094,-0.32759,-0.59921,-1.45114,-0.29337,-1.16281
2001-jan31,ens1,200102,-0.34959,0.74552,-1.63886,1.17289,-0.37976,-0.59577,-1.52964,0.54222,0.47434,-1.75587
2001-feb10,ens1,200103,-0.19523,-1.08817,-0.08586,-0.47328,0.85626,-0.70170,-0.05130,-0.95477,0.07000,0.66968
2001-feb15,ens1,200103,0.44313,-1.36342,0.10543,0.26186,0.36558,-1.43712,1.22807,1.43400,1.63518,-1.17553
2001-feb20,ens1,200103,-0.50616,-0.64506,0.21296,-0.15096,0.73497,-0.13318,0.97710,0.19833,0.95334,-0.17295
2001-feb25,ens1,200103,-1.56638,0.63608,-0.60440,0.19754,0.03203,-0.76038,-0.76974,0.18788,1.06006,-1.17452
2002-dec02,ens1,200301,-0.03204,0.15436,1.15320,0.19366,-0.93677,0.70101,0.02746,0.26455,-0.91827,0.72008
2002-dec07,ens1,200301,0.29079,-1.26180,-0.09209,-1.58993,0.21020,2.54218,0.75566,-0.58684,0.55448,0.30964
2002-dec12,ens1,200301,-0.52595,-2.17023,0.14747,-0.82549,0.32813,1.53766,-0.10645,-0.44370,0.04763,0.41196
2002-dec17,ens1,200301,1.31429,-0.65683,-0.31020,0.03916,1.38956,0.08883,-0.80725,-0.25955,-0.58449,-1.15617
2002-dec22,ens1,200301,-1.51321,-0.34023,-1.02314,1.24112,1.48357,1.36243,0.25226,0.37829,-0.72730,0.16924
2002-dec27,ens1,200301,-1.41261,-2.51383,-0.16448,0.32071,0.42072,0.07256,0.89730,0.15492,0.25948,-0.29274
2002-jan16,ens1,200202,1.14212,-1.46210,0.85270,-0.30471,0.48885,-1.66339,0.94225,0.44262,0.01926,-0.71612
2002-jan21,ens1,200202,1.12262,-0.45877,-2.15400,0.89191,0.08420,-0.71860,0.82782,0.74507,-1.38654,-0.39230
2002-jan26,ens1,200202,0.50195,-0.29473,-0.15091,0.18010,0.51092,0.67296,-0.01930,-0.78959,-2.31398,1.03348
2002-jan31,ens1,200202,0.86779,-0.62794,-0.25467,0.67927,-0.26698,0.56455,-1.78128,-2.17974,-1.08816,0.70285
2002-feb10,ens1,200203,0.79458,-0.68235,-0.43382,0.93628,0.76603,-1.19526,-0.33357,-0.68394,0.66933,0.62971
2002-feb15,ens1,200203,-1.13925,-1.53839,0.62898,-1.42653,-0.14975,-1.17708,0.45681,1.80508,0.75917,-1.22171
