init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
1994-aug14,ens1,199409,0.51907,0.32491,0.06448,-0.55604,0.02356,0.04489,-1.94431,-1.43364,0.68675,-0.77448
1994-aug19,ens1,199409,0.72760,0.92795,-1.05547,0.07989,0.22730,-0.09751,0.83525,-0.08367,-1.04868,0.00677
1994-aug24,ens1,199409,0.71725,0.20393,0.41508,-0.83282,-0.58633,0.88880,0.20743,0.91999,-0.02171,0.77302
1994-aug29,ens1,199409,1.39967,2.15624,0.03978,-0.39438,0.71496,1.38477,-0.87298,0.82233,-0.24733,0.17559
1995-jun15,ens1,199507,0.11931,-0.19624,-0.04837,-0.55560,-0.26867,-0.25582,-1.04496,-0.21762,-0.14248,0.11090
1995-jun20,ens1,199507,0.19796,0.57699,0.41187,-0.37081,-0.15523,-1.14002,-1.92911,-1.66056,-1.36887,-0.29965
1995-jun25,ens1,199507,-0.01066,-0.11790,-1.15950,0.13350,-0.18654,0.98186,-2.18458,-0.04452,-0.61110,-0.42946
1995-jun30,ens1,199507,-0.14615,-1.14811,-1.09396,-0.72363,-0.44449,0.61905,-1.13412,0.57693,-0.68072,0.09967
1995-jul15,ens1,199508,1.09731,-0.20986,0.14125,-1.17568,-0.48552,0.55385,-0.17825,-1.53887,-0.32874,0.09190
1995-jul20,ens1,199508,0.81324,-0.08333,-0.62008,-0.91724,0.60500,0.53004,-0.69543,-0.67617,-0.15951,0.03264
1995-jul25,ens1,199508,1.37902,-0.39835,0.59201,-0.77029,-1.55956,-1.22159,-0.40773,-1.56896,-0.45751,0.22515
1995-jul30,ens1,199508,0.31862,0.45647,0.54191,-1.23962,-0.20642,-0.20102,-0.32899,-1.37822,-0.38792,-1.22684
1995-aug14,ens1,199509,-0.21242,0.24107,0.24967,-0.25364,-0.68518,-0.24252,-0.60968,-0.85415,-0.08877,-0.31533
1995-aug19,ens1,199509,0.95750,-0.15395,0.18824,-1.64378,-0.42851,1.70157,0.43453,-0.14018,1.55137,0.99869
1995-aug24,ens1,199509,-1.36800,0.15201,0.19915,-0.51163,-0.73173,-0.14925,-0.05459,0.86466,0.05136,-0.75692
1995-aug29,ens1,199509,-1.41747,-1.38984,-0.79178,-0.23227,-1.37745,1.02243,-0.69454,0.34217,-0.50725,0.25766
1996-jun15,ens1,199607,-0.29877,-0.32302,-0.92551,0.70221,-1.24953,-1.16226,-0.92059,1.15346,-1.64577,-0.67900
1996-jun20,ens1,199607,0.13343,0.79374,0.61220,-0.32754,0.74423,-0.37841,-0.54938,0.07542,0.15669,0.40120
1996-jun25,ens1,199607,0.50193,-0.47047,-1.19737,-1.17180,0.27710,0.53198,-1.10894,-0.01360,-0.74830,0.01809
1996-jun30,ens1,199607,0.00803,0.33458,-0.54812,0.71849,0.49096,-0.62152,-0.11718,0.44331,-0.26328,0.04897
1996-jul15,ens1,199608,0.81564,1.84102,0.41905,-0.22453,-0.31676,0.18890,-0.73094,-0.77951,-0.41515,0.21814
1996-jul20,ens1,199608,0.70851,0.05844,-0.64758,-0.92857,-1.14228,0.69489,-0.60505,-0.62384,-0.60042,-1.10892
1996-jul25,ens1,199608,0.77390,1.48739,0.78452,0.00841,0.09271,0.60082,-0.40349,0.44944,0.28687,0.45447
1996-jul30,ens1,199608,-0.06739,0.51836,-0.74079,-1.00177,-0.36004,0.07617,0.15908,-0.10021,-0.92882,-1.61615
1996-aug14,ens1,199609,0.13712,0.09770,-0.48614,-0.51824,-1.05467,0.05553,-1.33529,0.81832,-0.46464,0.98565
1996-aug19,ens1,199609,-0.18697,0.64157,0.85786,-0.16927,-2.39526,-0.37723,-0.01620,-1.17111,-0.45974,-0.50112
1996-aug24,ens1,199609,-0.49477,-0.99287,0.39939,0.87088,-2.80556,-1.33000,-1.10487,-1.44504,-3.01709,-0.12239
1996-aug29,ens1,199609,1.30826,-0.26204,1.40264,-0.25400,-0.64194,0.69972,-1.60902,-0.53558,0.48134,0.85144
1997-jun15,ens1,199707,-1.58702,-0.12072,-0.61301,-0.21445,-0.55848,0.71301,-1.37529,0.29123,-0.79071,0.72510
1997-jun20,ens1,199707,-0.77504,-1.17897,-0.83446,-0.22574,-1.15675,0.16473,-0.78562,-0.28704,-0.57538,0.12301
1997-jun25,ens1,199707,-0.64108,-0.86686,-0.52621,0.15285,-2.10896,-0.67260,-1.36610,-0.97468,-0.76722,-0.57139
1997-jun30,ens1,199707,0.24533,-2.05908,-0.75884,-0.93496,-0.53775,0.23057,-1.33214,-0.67930,-1.56835,-0.32163
1997-jul15,ens1,199708,-0.19652,-0.57916,-0.96799,0.85881,-0.11377,-0.20977,-1.42132,1.34681,-1.81885,0.73054
