init,member,verifying,patterns,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
20260116,ens1,202601,DJF,0.04865,0.02644,2.09352,0.62563,1.94725,-2.17554,0.76092,0.95804,-0.15480,-1.58338
20260116,ens1,202602,DJF,0.52783,0.26852,-0.23855,0.76606,-0.87215,-0.18161,-0.67811,-0.49986,-1.39821,-0.84965
20260116,ens1,202603,MAM,-0.97890,-1.72269,1.11009,1.48227,1.62003,0.54147,-0.58691,0.45720,-1.02814,0.53433
20260116,ens2,202601,DJF,-0.00504,-0.15469,2.02124,0.06413,1.81344,-2.34250,0.78452,1.22580,-0.02227,-1.03866
20260116,ens2,202602,DJF,-0.51309,0.11595,-0.67025,-0.37103,-0.53412,-0.40849,0.72827,-0.80081,-1.93748,-0.16886
20260116,ens2,202603,MAM,-1.02975,0.72841,0.33137,-0.45138,-0.87615,0.60996,1.20464,-1.92590,-1.10479,-0.63418
20260116,ens2,202604,MAM,-1.05034,-0.19525,0.43897,1.66949,0.22104,1.10256,-0.57934,-0.85632,-1.21822,-0.00130
20260116,ens2,202605,MAM,-0.22861,0.32923,1.54069,-0.80083,-0.08110,0.43742,0.00627,-1.76029,-1.07691,-0.56189
20260116,ens2,202606,JJA,-0.24198,-2.03333,-0.87487,1.76295,0.56670,1.34748,0.38652,0.76801,0.87945,-0.14168
20260116,ens2,202607,JJA,-1.47419,-2.62583,-0.69196,1.57691,0.92457,2.18858,1.40657,-1.41879,1.48423,-1.96547
20260116,ens2,202608,JJA,-2.47726,-2.25681,-1.53809,3.58076,1.66524,0.34620,0.79934,-2.16361,2.09911,0.00592
20260116,ens2,202609,SON,-0.32537,1.76368,0.07006,-2.49118,-0.16557,0.16471,-0.04241,-2.54677,-2.39077,-0.05845
20260116,ens3,202601,DJF,-0.26449,-0.01119,2.39514,0.71091,2.17920,-2.13692,1.02725,0.54852,-0.41240,-2.21720
20260116,ens3,202602,DJF,-1.45745,-0.44693,0.18777,0.10058,-1.60358,0.62087,-0.68951,0.01571,-1.26696,-0.94480
20260116,ens3,202603,MAM,-0.07019,1.27319,0.16218,-0.10062,0.78380,-0.18834,-0.20756,0.72892,-0.31844,0.14077
20260116,ens4,202601,DJF,0.44581,0.36798,1.84935,-0.15553,1.90698,-1.97406,1.02919,1.21090,-0.48952,-1.57144
20260116,ens4,202602,DJF,-0.37488,1.46730,1.45204,0.73257,-0.36963,-0.72035,2.19198,0.19826,-0.46572,-0.51452
20260116,ens4,202603,MAM,0.14185,1.29069,1.28669,0.33237,-0.44469,0.79101,0.54522,0.23666,-0.63022,-0.83737
20260116,ens4,202604,MAM,0.48807,0.46373,0.85081,-1.16777,-0.01270,0.70320,-0.60876,-0.22552,-1.61350,-1.20665
20260116,ens4,202605,MAM,0.54902,-0.05917,0.77745,-2.17479,0.26905,0.64507,1.32119,0.46554,-2.34437,0.18732
20260116,ens4,202606,JJA,-0.50320,-1.57527,-1.77812,1.19296,1.38648,2.56819,0.73330,1.41648,0.33279,-0.94019
20260116,ens4,202607,JJA,-1.05014,-2.19596,-1.99728,2.32600,0.85432,1.94847,0.71001,-0.23844,1.14059,-0.32558
20260116,ens4,202608,JJA,-2.10221,-2.48051,-1.66315,2.57189,1.97211,0.46816,1.04163,-2.28115,1.89991,-2.08873
20260116,ens4,202609,SON,-2.73757,0.37158,-0.91960,-0.96453,-0.54081,1.88916,1.53689,-1.38587,-0.66082,-2.04881
20260116,ens5,202601,DJF,0.43287,0.41247,2.10229,0.43175,1.80535,-2.42839,1.40055,0.78774,-0.03667,-2.03926
20260116,ens5,202602,DJF,0.09081,0.83048,0.57819,0.06237,0.55806,-1.90169,0.35564,-0.27630,0.25120,0.19194
20260116,ens5,202603,MAM,-0.64559,-1.86658,0.60974,2.11723,1.39754,0.35362,-1.50824,-0.16486,-1.70242,0.73491
20260121,ens1,202601,DJF,-0.92936,-0.45886,2.44113,2.21060,2.89361,-1.46861,0.57466,0.72131,-1.11427,-1.73430
20260121,ens1,202602,DJF,0.31025,-0.19816,-0.19000,0.69969,0.18311,1.34526,-1.25263,-0.45116,-1.27275,-1.53343
20260121,ens1,202603,MAM,-0.62725,-0.88084,-0.92944,0.19340,0.22344,0.94657,-0.02393,0.06128,-2.49695,1.69057
20260121,ens2,202601,DJF,-1.10917,-0.48547,2.31423,1.84218,2.75697,-1.52842,0.68669,0.65298,-1.30681,-1.46349
20260121,ens2,202602,DJF,-0.22141,-0.80633,0.27965,-0.69387,-0.92856,1.71994,1.03416,-1.42260,-0.43504,0.13597
20260121,ens2,202603,MAM,-1.32607,-0.08370,0.94639,0.09176,0.47531,1.67654,1.35029,-0.61611,-1.49829,-1.10398
20260121,ens3,202601,DJF,-1.34417,-0.58563,2.64821,2.72031,2.63745,-1.77757,-0.10743,0.49819,-1.42665,-1.30488
20260121,ens3,202602,DJF,-1.13835,0.34511,-0.48023,0.86023,-0.84440,-0.82083,0.14812,-0.27358,-0.86242,-0.86908
20260121,ens3,202603,MAM,1.34088,-0.63008,-0.89850,-1.24426,0.78417,-0.45460,-0.14648,2.81632,-1.81544,-0.57727
20260121,ens3,202604,MAM,0.92948,0.12117,-0.17089,0.29923,0.21566,-0.87229,-0.66719,0.66389,-1.20865,-0.39526
20260121,ens3,202605,MAM,0.28182,-1.18129,0.90817,1.84553,0.45526,0.40972,-0.86527,-0.12914,-1.53374,-0.15295
20260121,ens3,202606,JJA,-1.71244,-1.25466,-1.63892,1.63697,0.22910,0.05505,-0.88038,0.21181,1.28197,-2.01684
20260121,ens3,202607,JJA,-2.94426,-1.82750,-0.97673,2.57250,1.48318,-0.89138,1.32841,-2.41450,1.45108,-0.30418
20260121,ens3,202608,JJA,-1.78580,-2.11456,-1.14512,2.64538,0.84658,0.58141,0.93941,-2.06203,0.99127,-0.66696
20260121,ens3,202609,SON,-2.09631,0.20134,-0.78490,-0.54015,-0.35027,0.71588,2.24126,-1.17418,-2.07615,-1.29573
20260121,ens4,202601,DJF,-0.98258,-0.32639,3.00602,2.60850,2.98682,-1.36568,0.16340,0.36872,-0.86810,-1.18010
20260121,ens4,202602,DJF,0.13445,-1.21293,0.47447,0.35168,0.38594,0.70439,-0.30115,-0.49838,-1.00035,-0.94363
20260121,ens4,202603,MAM,-0.27827,-0.20242,-1.30820,1.15249,-0.17166,-1.41312,-1.03870,0.14104,-1.36921,0.62001
20260121,ens4,202604,MAM,-0.95656,-1.12297,1.67006,1.80580,1.54390,0.81376,-0.16247,-0.82432,-1.55094,0.60772
20260121,ens4,202605,MAM,0.15862,-0.36132,-0.39456,0.99159,-0.04672,0.00112,-0.96683,-0.19948,-1.27032,0.47465
20260121,ens4,202606,JJA,-1.45481,-2.88468,-0.45554,2.44202,-1.29403,0.67121,0.88425,-0.63127,2.57147,-0.26669
20260121,ens4,202607,JJA,-2.51146,-2.18081,-1.42697,3.30991,1.52917,0.83542,1.66740,-2.38665,2.61098,-0.89468
20260121,ens4,202608,JJA,-2.28294,-2.45373,-2.86596,3.03303,1.90025,1.99698,-0.11827,0.08307,2.50420,-0.72211
20260121,ens4,202609,SON,-1.12623,0.72918,0.35199,-1.60296,-0.18946,1.49085,0.91233,-0.79273,-2.58052,0.03906
20260121,ens5,202601,DJF,-1.30355,-0.32746,2.62719,2.78124,2.18343,-1.24254,-0.16260,0.38016,-1.22607,-1.37257
20260121,ens5,202602,DJF,-0.04164,-0.82395,0.49070,1.32719,0.02716,0.73064,-1.25332,-1.03972,-1.41638,-0.32160
20260121,ens5,202603,MAM,0.35357,-1.18147,0.44263,1.30131,1.03019,0.66164,0.33168,0.83554,-1.38156,0.15321
20260126,ens1,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260126,ens1,202602,DJF,-0.65248,-0.27279,0.16369,0.64627,0.24475,0.31760,-0.66289,0.52587,-0.27455,-0.38691
20260126,ens1,202603,MAM,-0.64403,0.03713,1.12175,0.35004,1.90618,-0.10023,-1.67028,-0.96573,-0.73786,1.19389
20260126,ens2,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260126,ens2,202602,DJF,-0.93881,-0.61871,0.68792,0.37058,0.12141,-0.40393,0.57441,0.17644,-0.34298,-0.78111
20260126,ens2,202603,MAM,0.52419,0.09448,0.66633,0.48453,0.24390,-0.06182,-1.37274,-0.80394,-0.11141,0.81256
20260126,ens3,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260126,ens3,202602,DJF,-1.31842,-0.92831,0.50561,1.78146,0.18582,-0.17436,-0.01512,-0.43505,-1.02716,-2.13542
20260126,ens3,202603,MAM,-0.81489,0.30337,1.35128,0.45284,0.30293,-0.63390,-0.74808,-0.26680,-1.89771,-0.71176
20260126,ens4,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260126,ens4,202602,DJF,-1.68194,-1.32215,0.78859,1.05264,0.32888,0.16585,-1.05327,0.79324,-1.46709,-0.51562
20260126,ens4,202603,MAM,-0.71615,-2.17897,0.18722,1.07531,0.95985,0.50433,0.53382,0.37088,-2.50857,0.79750
20260126,ens5,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260126,ens5,202602,DJF,0.20025,-0.51485,0.00676,-0.03658,0.80839,1.27263,-0.52618,-0.36835,-2.25802,-1.24009
20260126,ens5,202603,MAM,0.61935,0.48634,-0.46747,-1.58750,1.64186,-0.96284,-0.85701,0.88007,-0.29115,0.51808
20260131,ens1,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens1,202602,DJF,-2.14361,-0.61267,0.82179,0.73618,-0.38730,-0.69457,-0.78874,1.79649,-0.17754,-0.80234
20260131,ens1,202603,MAM,1.17405,0.11707,-0.77513,-0.36050,1.23507,-1.11689,-0.85926,-0.81051,-0.44313,0.35062
20260131,ens10,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens10,202602,DJF,-1.84898,-0.30300,0.96459,0.31513,0.35944,-1.06227,0.27612,1.81647,-0.02000,-0.97763
20260131,ens10,202603,MAM,2.73863,-1.03565,-1.27780,0.40926,-0.74589,-2.00447,-0.13596,1.94473,-0.97310,0.01271
20260131,ens11,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens11,202602,DJF,-1.26819,-0.42376,0.96842,0.88588,0.00555,0.37653,-0.27770,0.26774,-0.48882,-0.25476
20260131,ens11,202603,MAM,0.76928,-0.40070,1.00169,0.13714,0.85888,-0.00023,-1.50051,0.13392,0.01176,0.92752
20260131,ens11,202604,MAM,1.17300,0.81300,1.38511,-0.83993,0.18135,-0.79323,0.41825,0.59003,-0.91102,0.21959
20260131,ens11,202605,MAM,-0.41863,-0.46243,1.65469,-0.46881,1.26645,0.03719,0.07866,-0.06626,-1.38817,-0.72471
20260131,ens11,202606,JJA,-2.12528,-1.66921,-2.74685,1.36658,0.52664,0.36922,1.09282,-0.57327,0.39026,-0.50790
20260131,ens11,202607,JJA,-2.19068,-2.66628,-1.71647,3.25520,1.38214,0.37387,2.35473,-1.09800,1.55894,-0.42392
20260131,ens11,202608,JJA,-1.61601,-2.83724,-1.03942,2.84825,1.76280,1.22455,-0.22631,-1.33601,2.01964,-2.65788
20260131,ens11,202609,SON,-0.68104,1.38682,0.15215,-1.96778,-1.63911,0.11640,0.75982,-1.67140,-2.54089,0.29186
20260131,ens12,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens12,202602,DJF,-2.22218,-1.03525,1.17798,1.81685,0.02473,-0.33540,-0.89636,0.55535,-0.65110,-0.14011
20260131,ens12,202603,MAM,0.49541,-1.08099,0.51992,-0.13756,-0.56621,0.57033,1.37539,1.48182,-1.12314,0.32037
20260131,ens12,202604,MAM,-0.35162,0.55376,-0.83340,-0.06133,0.27613,-1.65287,-0.99174,-1.87103,-1.13408,-0.00334
20260131,ens12,202605,MAM,0.04199,-0.49797,-0.08461,-0.24786,1.11905,-1.29650,-1.57391,-1.08315,-0.86331,0.60616
20260131,ens12,202606,JJA,-2.40591,-0.97744,-0.91029,2.32266,0.92650,-0.44211,1.85654,-0.87104,1.96672,0.37430
20260131,ens12,202607,JJA,-2.14683,-2.65402,-1.21185,2.84128,2.85385,0.22962,0.48822,-2.00424,2.40924,-1.67441
20260131,ens12,202608,JJA,-1.96306,-3.41184,-1.23395,2.06456,2.81310,0.36662,0.04724,-2.13329,2.47473,-2.66338
20260131,ens12,202609,SON,-2.38603,1.19559,-0.98856,-0.64124,-0.35010,-0.23167,2.19399,-2.19734,-1.86609,-0.04881
20260131,ens13,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens13,202602,DJF,-1.30947,-0.46134,1.12322,1.40466,-0.05100,0.37627,-0.61052,0.80757,-0.88551,0.00208
20260131,ens13,202603,MAM,0.28007,-1.31079,0.53203,0.90804,0.96475,0.93004,0.08801,1.21446,-1.99957,0.81428
20260131,ens14,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens14,202602,DJF,-1.40695,-0.89058,0.79671,1.33283,-0.18994,-0.41105,-0.85332,-0.00603,-0.41441,-0.19825
20260131,ens14,202603,MAM,-0.91789,-0.61785,0.01592,2.08777,-0.30443,0.64802,-0.06901,-1.25662,-1.58687,0.71251
20260131,ens15,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens15,202602,DJF,-2.41892,-0.88385,1.18504,1.57986,-0.00933,-0.64733,-0.93836,1.28583,-1.08762,-0.97703
20260131,ens15,202603,MAM,1.23028,-2.01650,-1.06233,0.84618,0.01904,-0.13337,0.29235,0.70771,-2.48352,-0.76208
20260131,ens15,202604,MAM,0.78849,-0.12356,-0.52598,0.82782,0.40540,-1.48602,-0.41531,0.57504,-2.16347,-1.13144
20260131,ens15,202605,MAM,0.46602,-0.81435,0.22596,1.67821,-0.60561,-0.64449,0.25867,0.25550,-2.12257,-1.27252
20260131,ens15,202606,JJA,-1.53845,-1.40880,0.50081,1.61655,0.02335,0.26234,0.33761,-3.01433,0.55533,-0.38681
20260131,ens15,202607,JJA,-1.20975,-2.31362,-2.04053,2.07016,0.29722,0.89070,1.49213,-0.71003,1.34000,-0.05792
20260131,ens15,202608,JJA,-1.08881,-2.60326,-1.36053,2.56654,2.52388,0.69407,0.29323,-2.09952,1.79753,-0.68609
20260131,ens15,202609,SON,-1.42767,0.31099,-0.85403,-0.87230,-0.24619,0.47437,1.84542,-2.26168,-1.40465,-0.58201
20260131,ens2,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens2,202602,DJF,-1.38894,-0.44426,0.42059,0.92297,-0.55872,0.30988,-1.32899,-0.04264,-2.92863,0.25154
20260131,ens2,202603,MAM,-0.49974,-2.09946,1.32476,-0.38215,0.87742,-0.30166,0.32620,-0.47215,-0.73092,0.17247
20260131,ens3,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens3,202602,DJF,-1.17709,-0.48571,0.77541,1.01235,-0.48098,0.43157,-1.32787,0.76433,-1.51604,-1.29600
20260131,ens3,202603,MAM,-0.11774,-0.29884,0.01571,0.23606,0.40427,0.13273,-1.70389,-0.70445,-0.93523,0.73312
20260131,ens4,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens4,202602,DJF,-1.00984,0.10847,1.18368,1.46580,-0.07951,0.23019,-0.14392,0.09695,-1.82069,-0.90490
20260131,ens4,202603,MAM,1.48512,-1.82772,-0.85545,0.48180,-0.02584,-0.05276,-0.73796,1.20880,-0.87456,1.45424
20260131,ens5,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens5,202602,DJF,-1.36905,0.05503,1.04909,0.96336,-0.04076,-0.13754,-0.26955,0.97680,-1.25930,-0.06358
20260131,ens5,202603,MAM,1.16004,-0.38037,-0.16566,-1.21002,0.27588,-1.05780,0.78945,0.30958,-0.28484,0.45259
20260131,ens5,202604,MAM,-0.27729,-0.60749,-0.15077,0.77392,1.16664,-0.87748,-0.84520,-0.33739,-2.06897,0.65433
20260131,ens5,202605,MAM,-0.11909,-1.24118,-0.36776,2.39717,0.81453,-0.43320,-0.88765,-0.24246,-1.87981,-0.82603
20260131,ens5,202606,JJA,-0.93029,-2.03288,0.14977,0.61579,1.14396,1.82575,0.62829,-0.88425,1.76947,-0.74483
20260131,ens5,202607,JJA,-1.21154,-2.69427,-2.21778,2.11823,1.76273,1.74752,1.53078,-1.41227,1.86092,-1.18057
20260131,ens5,202608,JJA,-2.19851,-3.13910,-1.42975,2.05984,1.64986,1.01367,1.77831,-1.44449,1.73732,-2.62295
20260131,ens5,202609,SON,-2.23050,-0.25171,-0.23899,-0.13323,-1.20544,1.37544,1.55124,-1.95817,-1.36689,-1.03327
20260131,ens6,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens6,202602,DJF,-1.59914,-1.03243,0.57134,1.33338,0.31137,0.36104,-0.83192,-0.01109,-0.56205,0.01499
20260131,ens6,202603,MAM,0.02943,-0.85272,0.22276,-0.02476,0.51442,0.17595,-0.33036,-0.93751,-0.77601,0.80354
20260131,ens7,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens7,202602,DJF,-1.60463,-0.20946,0.71508,0.33782,-0.11082,-0.05596,-0.42132,0.90634,0.02549,0.08659
20260131,ens7,202603,MAM,1.30106,-0.91042,0.88797,-0.80145,0.23540,0.80426,0.71165,1.40006,-1.80349,-0.97549
20260131,ens8,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens8,202602,DJF,-1.84124,-0.88955,1.61079,1.70068,0.36569,-0.26557,-0.01249,-0.37547,-0.31929,-0.29945
20260131,ens8,202603,MAM,-2.14050,0.84927,0.95666,0.84823,-0.36671,1.61793,1.72391,-0.11517,0.05757,-1.88081
20260131,ens9,202601,DJF,-0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000,-0.00000,0.00000
20260131,ens9,202602,DJF,-2.27725,-0.60847,1.42859,1.42571,0.03532,-0.43197,-0.30658,0.57743,-0.57570,-0.49918
20260131,ens9,202603,MAM,0.26550,0.76467,0.84792,0.13945,0.48771,1.24641,-0.74178,-0.31156,-1.23399,-0.87049
