init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
1991-jan,ensmean,199102,1.12373,1.29085,0.05033,0.24105,-0.90955,-0.43604,0.79525,0.93684,0.51760,0.90048
1991-feb,ensmean,199103,-0.23005,-0.75405,-0.48032,1.10821,0.45310,0.26490,0.39385,0.09544,0.16209,0.77569
1992-jan,ensmean,199202,0.12153,0.24160,-0.30863,0.84127,-1.07251,-0.46287,0.04571,-0.09901,-0.26210,0.52633
1992-feb,ensmean,199203,-0.84298,-1.87654,-0.35843,0.25397,0.17616,0.30496,0.08647,0.37384,1.30757,0.82927
1993-jan,ensmean,199302,0.44222,-0.55211,0.00166,-0.41172,0.58385,0.71961,0.32992,-0.17990,-0.38053,1.38238
1993-feb,ensmean,199303,0.34440,-0.42518,-0.70641,0.41406,-0.76327,-0.40467,-0.97585,0.11254,1.05252,1.64230
1994-jan,ensmean,199402,0.54580,-0.16937,0.10278,-0.47373,0.95492,-0.34037,-0.25970,0.28722,0.72611,-0.14181
1994-feb,ensmean,199403,1.53238,1.63206,-0.20304,0.21222,-1.01259,-0.31495,0.68934,-0.66525,-0.63569,0.62845
1995-jan,ensmean,199502,0.37258,-0.64551,-0.20609,0.36609,-0.30576,0.40738,-0.68492,-0.00566,-0.12192,1.17522
1995-feb,ensmean,199503,-0.23314,0.02547,-0.56992,0.01156,0.63143,-0.66094,-0.81193,-0.70425,0.15269,0.46988
1996-jan,ensmean,199602,1.10608,1.49963,0.18181,0.43848,0.22180,-0.64800,0.22748,0.83342,0.80075,0.48728
1996-feb,ensmean,199603,1.23846,0.56281,0.32144,-0.22412,-0.51650,0.23347,0.90252,-0.01788,0.35679,0.70771
1997-jan,ensmean,199702,0.25431,-0.04229,-0.36902,0.01165,-0.30016,-0.64638,-0.22405,-0.19521,-0.16717,1.36717
1997-feb,ensmean,199703,0.65062,-0.30129,-0.24050,0.33449,0.70197,0.30710,0.61675,0.92272,-0.37267,0.92617
1998-jan,ensmean,199802,-1.19086,-1.34832,-0.87786,0.54263,-0.96953,0.46244,-1.08744,-0.01561,0.01601,0.11240
1998-feb,ensmean,199803,-1.32380,-0.92496,-1.70245,-0.43493,0.02252,0.86029,-0.70791,-0.48942,-0.20967,-0.27621
1999-jan,ensmean,199902,-0.71430,0.67912,-0.26678,-0.76520,-0.41662,-0.94144,-0.07872,-0.24060,1.34405,-0.18619
1999-feb,ensmean,199903,0.57869,1.02821,0.34413,-0.16833,-0.07536,0.27702,0.34167,-0.11642,-0.49175,0.52257
2000-jan,ensmean,200002,1.52723,2.03646,1.30655,-0.69949,-2.23030,-1.07749,-0.02319,-0.22496,-0.13831,1.12717
2000-feb,ensmean,200003,1.54239,0.51711,1.03014,0.43208,-1.55010,0.27656,-0.34764,0.47671,0.06428,0.72653
2001-jan,ensmean,200102,-0.33704,0.60117,0.42213,0.69670,1.02130,0.03681,-0.38196,-0.23995,-0.25037,-0.43971
2001-feb,ensmean,200103,1.12628,0.44522,0.19013,-0.12891,-0.15475,-0.09093,0.40811,-0.36907,0.45490,-0.44966
2002-jan,ensmean,200202,0.33123,-0.39585,-0.12017,0.47284,1.05116,0.80214,0.37760,-0.36838,-0.12605,0.05501
2002-feb,ensmean,200203,-1.18826,-0.77153,-0.64784,-0.21979,0.47911,0.36896,-0.17892,0.36003,-0.23133,0.62777
2003-jan,ensmean,200302,-0.35036,-1.83338,-0.26781,0.04500,-0.31219,0.54783,1.13227,0.61310,0.29740,-0.16938
2003-feb,ensmean,200303,-0.26632,-1.14052,0.33308,-0.14716,0.50541,-0.44161,-0.09215,-0.05789,0.09054,0.33606
2004-jan,ensmean,200402,-0.77936,-0.06274,-0.62835,1.32211,0.95539,0.86596,-0.51953,-0.19219,0.82280,0.03736
2004-feb,ensmean,200403,-0.64632,-0.71039,-0.84756,-0.09399,1.34673,-0.33261,0.98060,-0.41654,0.06285,-0.50618
2005-jan,ensmean,200502,-0.09296,-0.64128,-0.61663,0.25713,0.90028,0.06417,0.65152,0.73410,-0.95346,0.62277
2005-feb,ensmean,200503,-0.27413,0.27824,-0.28696,-0.39518,-0.13202,-0.00294,0.28541,-0.38071,0.12947,0.01160
2006-jan,ensmean,200602,0.11425,-0.82655,0.08469,0.26870,0.07509,-0.44311,0.02182,0.04726,0.63452,0.90964
2006-feb,ensmean,200603,-0.04548,0.72104,0.26207,0.56200,-0.87575,-0.56543,0.12273,0.46570,-0.31770,-0.48510
