init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
1999-aug29,ens1,199909,0.84789,1.02509,0.05499,0.04529,0.60960,-0.02315,-1.20060,-0.27904,-1.22776,0.09022
2000-jun15,ens1,200007,-0.28149,1.03100,1.26711,-0.31115,0.57330,-1.77900,0.77055,0.73530,-0.28503,0.24552
2000-jun20,ens1,200007,-0.65904,1.06917,-0.85150,0.43534,0.15176,-0.53552,0.24951,1.12687,0.93554,0.81437
2000-jun25,ens1,200007,1.04503,0.39592,0.35339,-0.90383,0.66032,-1.09155,-0.56534,0.19362,-0.54012,-0.06025
2000-jun30,ens1,200007,1.30009,1.14135,0.63638,-0.31950,0.52112,-2.53832,-2.00693,0.50953,-0.25679,-0.27497
2000-jul15,ens1,200008,-0.43920,0.87715,0.56629,-0.62179,-0.83201,-2.67865,0.64045,-1.35127,-0.81507,0.17590
2000-jul20,ens1,200008,0.27014,0.98806,0.16981,0.07421,-1.62060,-1.33366,-0.24886,0.55671,-0.78049,2.10147
2000-jul25,ens1,200008,1.56736,1.60883,0.77726,-0.45566,1.20298,-0.30425,-0.32413,0.88256,-0.23603,0.05929
2000-jul30,ens1,200008,0.90369,0.55006,0.02593,0.30430,-0.55911,-1.18580,0.32610,-0.25189,0.40063,-0.72646
2000-aug14,ens1,200009,0.78102,1.22131,0.92266,-0.04627,0.52180,-1.03563,-0.15137,0.28720,0.87355,-0.13340
2000-aug19,ens1,200009,0.76330,0.18922,0.02775,0.09566,-1.46183,-2.04921,-0.29536,-0.28540,0.08966,1.60360
2000-aug24,ens1,200009,-0.82053,1.34934,1.35353,-0.92118,-0.31688,-0.46139,0.83609,-0.14281,0.95794,0.48307
2000-aug29,ens1,200009,0.42504,1.10716,-0.07602,0.76811,-0.84932,-1.16731,0.04832,0.21351,0.23881,1.54993
2001-jun15,ens1,200107,-0.07215,0.61208,0.29791,-0.56807,0.03949,0.00657,-0.24885,0.26075,-0.60960,0.26588
2001-jun20,ens1,200107,-0.25411,-0.71693,0.16561,0.16023,-1.32326,-0.33442,-0.82591,-1.13040,0.25728,0.42867
2001-jun25,ens1,200107,0.57371,0.43121,0.38052,-0.71850,-0.25260,-0.43524,0.29296,0.48480,-0.41654,-0.03520
2001-jun30,ens1,200107,-0.91736,0.00030,-0.36077,0.10956,-1.07897,-1.65932,-0.63096,-0.72900,-0.42639,1.45669
2001-jul15,ens1,200108,0.48622,0.29384,-0.00115,1.04004,0.45128,-0.57985,-1.30009,-0.03016,0.22707,0.07216
2001-jul20,ens1,200108,0.78661,-0.29990,-0.79386,0.60000,0.69321,0.35748,-1.01870,-0.12869,0.73527,0.12507
2001-jul25,ens1,200108,0.69079,-0.56428,0.93698,-0.20674,0.90837,0.87002,-0.60919,-0.91913,-0.81619,-1.42622
2001-jul30,ens1,200108,-0.05065,-0.58213,-0.37053,0.70842,0.20133,-0.54305,-0.57273,-0.20686,0.94496,-1.09664
2001-aug14,ens1,200109,-0.64684,0.72680,0.92628,-0.02096,-0.26007,0.13456,0.34290,-0.52547,0.65881,-0.73653
2001-aug19,ens1,200109,0.66518,0.54294,-1.40393,-0.00666,0.02045,-0.28424,-1.09913,0.14700,-0.77476,0.08996
2001-aug24,ens1,200109,0.67564,1.23285,0.79344,-0.12808,-0.33974,0.37180,-0.44665,0.25306,-0.56238,1.46149
2001-aug29,ens1,200109,0.68874,0.18888,1.99193,-0.52256,0.69800,0.86093,0.54226,0.36803,0.15010,-1.20064
2002-jun15,ens1,200207,-0.18992,-0.24056,-0.15337,-0.35999,0.75693,-0.06831,0.60259,-0.76999,0.52733,0.54153
2002-jun20,ens1,200207,0.30280,0.15923,-0.62870,-0.41943,-0.87210,0.43781,0.41059,-0.18538,-0.93528,1.10990
2002-jun25,ens1,200207,-0.35945,-0.45393,-0.00339,0.11138,-0.15095,-1.77663,0.82606,0.16229,-0.24690,-0.07358
2002-jun30,ens1,200207,-0.66141,-0.57265,-1.00969,0.47442,-0.12043,-1.87146,-0.63564,-0.28226,0.67904,-1.04441
2002-jul15,ens1,200208,-1.08950,0.82682,-0.43533,0.00680,0.29555,-0.65618,0.55565,0.21175,-0.03473,0.68513
2002-jul20,ens1,200208,-0.49247,0.59758,0.21459,-0.83296,-1.06089,-0.63510,-0.83033,0.04513,-0.45582,0.52295
2002-jul25,ens1,200208,-0.38631,0.43269,-0.49306,-0.80669,-0.34117,-0.53322,-0.12260,1.81432,-0.51973,0.82229
2002-jul30,ens1,200208,0.46756,0.11407,0.34659,-0.85917,-0.28523,1.07509,0.32764,0.81777,0.40508,-0.52766
2002-aug14,ens1,200209,1.58061,0.03235,1.19307,-1.37778,-0.66396,0.67379,-2.00073,2.37928,0.99679,0.74838
2002-aug19,ens1,200209,0.11674,1.03295,-0.06017,-0.80704,1.41109,-0.19957,1.54965,1.30755,-0.98408,-0.31943
2002-aug24,ens1,200209,-0.21201,1.22776,0.93095,-0.50471,-0.00191,-0.14674,1.17504,0.63597,-0.01683,0.34408
2002-aug29,ens1,200209,0.02684,0.91259,-0.38628,0.68975,-0.16653,-0.82888,1.88552,1.12938,-0.38068,0.14282
2003-jun15,ens1,200307,0.61292,0.83389,-0.53412,1.37825,0.54545,-1.54677,-1.41855,0.18199,0.39333,0.45788
2003-jun20,ens1,200307,-0.47055,-0.22110,-0.10411,0.85610,0.27400,-1.36805,0.41648,-0.26248,0.89355,-1.05231
2003-jun25,ens1,200307,-0.50096,-0.03047,-0.06125,0.30369,-1.84403,-1.01881,-0.18184,-0.41589,-0.83466,0.70877
2003-jun30,ens1,200307,-0.18729,0.13160,-0.19144,0.32827,-0.14224,-0.84232,0.38034,-0.61158,-0.11262,0.42496
2003-jul15,ens1,200308,-0.25116,0.00604,0.48463,-0.49286,0.38772,-0.21479,0.15583,-0.42600,0.30408,-0.95128
2003-jul20,ens1,200308,0.26172,-0.86751,0.02145,1.33006,1.20453,-0.83624,-1.19034,-1.72130,0.42243,-1.53423
2003-jul25,ens1,200308,-0.56668,-0.68091,0.03296,-1.65682,-0.50350,1.92752,1.27969,-0.40193,-1.05152,0.57914
2003-jul30,ens1,200308,-1.16853,0.44887,-0.81127,0.40849,-0.02448,-0.28481,0.65536,-0.96226,-0.06283,1.04916
2003-aug14,ens1,200309,-0.51023,-1.19037,-1.20528,1.09300,0.69150,0.41214,0.21117,0.93484,0.01418,-0.71649
2003-aug19,ens1,200309,-1.91604,0.21977,-0.47024,-0.30557,0.16651,-0.31916,-0.26500,-1.34883,-0.36843,0.19571
2003-aug24,ens1,200309,-0.09671,-0.82885,-1.17899,-0.85386,0.36010,1.37579,-2.02609,0.59732,0.98934,0.04291
2003-aug29,ens1,200309,0.54551,-0.73177,-0.33691,-0.34328,0.28629,0.47109,-0.23875,-0.72413,-1.34785,0.56847
2004-jun15,ens1,200407,0.21527,0.28074,0.92795,0.17244,0.05489,0.33025,-0.53022,0.52767,-0.15373,0.45474
2004-jun20,ens1,200407,0.85187,0.12831,0.60684,-0.67986,-0.36306,0.12779,0.10360,-0.13893,0.32022,0.09520
2004-jun25,ens1,200407,0.41917,0.34621,0.14233,-1.25808,0.10162,0.71377,0.04670,0.23967,0.37354,-0.87366
2004-jun30,ens1,200407,0.49359,0.67666,0.37042,-0.49243,-0.57566,-0.18952,-0.40348,-0.43616,-0.41368,1.47684
2004-jul15,ens1,200408,-0.05498,-0.19243,0.65061,-0.03596,-2.10605,-0.40843,1.47422,0.52989,-0.96571,-0.04643
2004-jul20,ens1,200408,-0.34829,0.30218,-0.04588,0.18872,-1.78161,-0.80634,0.88157,-0.65046,-0.28208,1.35829
2004-jul25,ens1,200408,0.92706,0.55741,-0.61409,0.17753,-0.05967,-0.57127,-0.15462,0.60886,-0.28082,1.22146
2004-jul30,ens1,200408,0.43599,0.72604,1.06517,-0.62367,0.06685,0.72836,-0.56512,1.24764,-0.08503,1.55923
2004-aug14,ens1,200409,0.15589,-0.09877,-1.25083,0.67430,-1.34240,0.10132,-1.60138,0.87414,1.02473,0.83987
2004-aug19,ens1,200409,-0.30763,-0.04833,0.58541,0.12847,0.03727,-1.18237,1.72680,-1.39328,1.50178,-0.55204
2004-aug24,ens1,200409,0.36866,-0.23721,-0.29742,-0.22006,0.50081,0.56900,0.18584,0.27187,1.22659,-1.26006
2004-aug29,ens1,200409,0.06267,0.64750,0.69955,-0.18425,0.37065,-1.37659,0.39273,0.60582,-0.25199,-0.17368
2005-jun15,ens1,200507,0.55345,-0.83093,0.23458,0.16381,-0.67330,0.84088,0.40489,-0.51671,0.00473,-0.68411
2005-jun20,ens1,200507,-0.19975,-0.73793,1.17654,-0.25329,1.06757,-0.20947,0.84050,-0.92564,1.50422,-1.00927
2005-jun25,ens1,200507,-0.59411,-1.12611,0.39020,1.02289,-0.82307,-0.75867,0.92392,-1.73393,-0.65814,0.67624
2005-jun30,ens1,200507,0.01268,-1.07779,0.32420,0.54315,-0.10024,0.48011,0.13683,-0.86833,-0.07458,-1.15620
2005-jul15,ens1,200508,-0.40967,-0.75350,-0.66603,0.18860,0.29358,0.22683,0.47188,-0.14115,0.05148,0.01007
2005-jul20,ens1,200508,0.36820,-0.27710,0.22748,0.67487,0.40483,-0.48709,-0.69309,0.69412,-0.82628,-0.93252
2005-jul25,ens1,200508,0.81886,-0.78172,-0.43338,0.70620,0.68515,0.69565,0.75191,-0.11564,0.98088,0.41669
2005-jul30,ens1,200508,0.74035,-0.50285,-0.08575,-0.03045,0.83950,1.23748,-0.77685,-0.12267,-0.33124,-2.00086
2005-aug14,ens1,200509,0.18283,-0.98215,-1.43660,0.18638,-0.30017,0.67619,-0.17560,-0.45197,2.06529,-0.59672
2005-aug19,ens1,200509,0.40763,-0.31037,-0.45746,1.69915,-0.14962,-0.55069,0.61083,-0.41056,0.05719,-0.00435
2005-aug24,ens1,200509,-1.43830,-0.37528,-2.59082,0.87003,0.99028,-0.94032,-1.60035,0.27305,0.41090,-0.54304
2005-aug29,ens1,200509,0.15181,-0.96285,0.01368,-0.55617,-1.22534,0.38082,1.16815,-1.20541,-0.91809,0.07441
2006-jun15,ens1,200607,-0.95626,-0.19341,0.20944,-0.23175,0.02040,-1.02873,0.92301,0.67932,0.54593,-0.13378
2006-jun20,ens1,200607,0.37480,-1.37218,-0.09728,0.43515,-0.16861,-1.56609,-1.64834,-0.52100,0.15148,-0.20658
2006-jun25,ens1,200607,-0.09538,0.40357,0.36821,0.39638,0.43551,0.71194,-1.67178,0.75026,0.33134,0.48716
2006-jun30,ens1,200607,0.04598,-0.60980,1.67561,0.33049,-0.47240,0.43399,0.31112,-0.79512,0.36435,0.64292
2006-jul15,ens1,200608,-0.06687,0.73905,-0.28502,0.89909,-0.29010,0.68698,1.37463,0.14870,0.88080,0.49090
2006-jul20,ens1,200608,-1.05291,1.36709,0.44743,-0.03923,0.12319,-0.16565,1.71915,0.68879,-0.37920,-0.69994
2006-jul25,ens1,200608,-0.85607,-0.08892,-0.60867,0.83161,-0.38577,-2.14575,0.59628,0.30386,-1.35077,-1.15457
2006-jul30,ens1,200608,0.25400,0.79753,0.55205,0.55040,-1.03223,0.47330,0.04647,1.00681,-0.83203,-0.16204
2006-aug14,ens1,200609,0.21308,1.81109,-0.56469,-0.05350,2.21671,-0.33025,0.66415,1.26504,-1.04270,-0.23632
2006-aug19,ens1,200609,-0.25370,0.41212,-0.20605,0.36819,-0.21559,-0.68524,1.10401,-0.18351,1.16244,0.48338
2006-aug24,ens1,200609,-0.13964,0.19871,-0.22735,0.92021,-0.12638,-0.64057,1.26186,0.02782,0.42238,1.38005
2006-aug29,ens1,200609,0.23037,-0.39232,-0.03357,0.74269,-0.46306,-0.95239,-1.58369,-0.88131,-0.03366,0.08232
2007-jun15,ens1,200707,0.19076,-0.59526,0.90440,-0.24959,-0.85867,0.42780,1.00768,0.08266,-0.34761,-0.19032
2007-jun20,ens1,200707,-0.10767,-0.41837,-0.78621,0.54799,0.14704,0.14324,-0.29271,-0.43054,0.40216,0.20513
2007-jun25,ens1,200707,0.35973,-0.45245,-0.46408,0.93838,-0.42301,-0.16065,0.96935,0.24050,-0.56138,-0.18469
2007-jun30,ens1,200707,-0.77589,-0.31032,0.36700,-0.13448,-0.42437,-0.20284,-0.38973,-0.92928,-0.72641,0.44392
2007-jul15,ens1,200708,0.65150,-1.12364,1.13401,-0.33483,-0.66319,0.22168,0.48405,0.09824,0.40291,-0.64180
2007-jul20,ens1,200708,0.57219,0.38352,0.50435,-0.12325,-0.11867,-0.33297,0.97142,0.03343,0.19041,-0.25099
2007-jul25,ens1,200708,0.87601,-0.61920,0.86040,-0.71888,0.34925,0.36561,0.27771,-0.04531,0.40748,-0.79850
2007-jul30,ens1,200708,0.30041,-0.03317,0.41028,-0.20826,-0.49204,0.45897,1.12956,0.01870,0.10767,-0.79392
