init,member,verifying,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
1991-jun,ensmean,199107,0.96735,0.77931,0.29815,-1.23609,0.12165,-0.24487,0.27074,0.37644,0.25370,1.37547
1991-jul,ensmean,199108,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,-0.00000,0.00000
1992-jun,ensmean,199207,0.37765,1.24603,1.15829,-2.22128,-1.73959,-1.04375,-0.19327,-0.31555,-1.36737,-0.10758
1993-jun,ensmean,199307,0.34708,1.00969,0.59203,-2.05016,-0.98207,-0.21000,0.28000,-0.31987,-0.83098,0.84061
1994-jun,ensmean,199407,0.45261,1.05366,0.03896,-1.53664,-1.33738,0.19523,-0.65802,-0.25390,-0.34683,-0.06179
1995-jun,ensmean,199507,0.63740,0.84589,-0.19451,-0.65578,-1.16163,-0.62041,-0.70117,-0.36588,-0.23585,0.15397
1996-jun,ensmean,199607,-0.08421,1.03833,0.34460,-1.03549,0.14880,-0.70992,-0.02276,0.93647,-0.32724,0.04482
1997-jun,ensmean,199707,0.06508,1.07690,0.26756,-1.10843,-0.63923,0.79751,0.50709,-0.54560,-0.40144,-0.15865
1998-jun,ensmean,199807,0.06743,-0.08906,-0.73643,1.18128,-0.19052,-0.00678,-1.09133,0.14700,0.18302,-0.20346
1999-jun,ensmean,199907,0.14046,0.73209,0.15537,0.47905,0.28405,-0.92062,-0.09200,-0.17514,0.21958,-0.04700
2000-jun,ensmean,200007,0.40130,0.27151,0.17731,0.74978,0.43649,-0.35601,-0.32526,0.06914,0.57265,0.11400
2001-jun,ensmean,200107,0.02286,0.22086,0.86859,0.34278,-0.36049,-0.53269,0.04958,-0.14950,-0.09617,-0.25032
2002-jun,ensmean,200207,0.40209,-0.42569,-0.19761,-0.33788,0.26809,0.06810,1.18275,0.63228,0.02328,0.29210
2003-jun,ensmean,200307,0.39197,0.01689,0.14894,0.70159,0.47482,-0.00980,0.04293,-0.13962,0.71896,-0.23053
2004-jun,ensmean,200407,0.04269,0.08487,0.07254,-0.04037,-0.21108,0.40142,0.34058,0.40611,-0.25425,-0.59022
2005-jun,ensmean,200507,0.17627,-0.91402,-0.31991,0.33326,0.67436,0.30491,-0.24234,0.07793,-0.81293,-0.03652
2006-jun,ensmean,200607,-0.62062,0.13904,-0.59903,0.29931,0.24881,-0.62429,0.02765,0.24040,-0.37917,-0.42923
2007-jun,ensmean,200707,0.18405,-0.33631,0.46774,0.67010,-0.11618,-0.04511,1.13643,0.05468,0.20243,-0.70413
2008-jun,ensmean,200807,-0.02235,0.19201,-0.05912,0.38584,0.00103,-0.10616,-0.87922,0.40619,0.25245,-0.79380
2009-jun,ensmean,200907,-0.03483,0.16286,-0.14048,-0.61008,0.73725,0.13173,-0.35875,0.37466,0.23418,0.68349
2010-jun,ensmean,201007,-0.25385,-0.48085,-0.03206,0.57829,0.00401,0.82388,0.64014,-0.62123,0.33987,0.14373
2011-jun,ensmean,201107,-0.68664,-0.57070,0.16160,0.17753,-0.24521,0.26939,-0.52805,0.04247,-0.15685,-0.61408
2012-jun,ensmean,201207,-0.25536,-0.18724,-0.05113,0.26574,0.83955,0.57350,-0.54482,0.42065,-0.38064,0.10244
2013-jun,ensmean,201307,0.12795,-0.43658,-0.29036,0.79149,0.67734,-0.04598,0.06419,-0.39055,0.47776,0.05102
2014-jun,ensmean,201407,-0.14734,-0.51501,-0.70752,-0.14612,-0.24229,0.10111,-0.30087,0.23338,0.14995,0.21828
2015-jun,ensmean,201507,-0.28066,-1.15384,-0.34414,0.23803,1.11995,0.19595,0.20026,-0.54632,0.01225,0.05221
2016-jun,ensmean,201607,-0.27151,-1.14648,-0.32876,0.94494,-0.00109,-0.04486,0.72572,-0.28131,0.28203,-0.44069
2017-jun,ensmean,201707,-0.77516,-0.36154,-0.12738,1.02640,0.01805,0.20020,0.13082,-0.07068,0.35735,0.33590
2018-jun,ensmean,201807,-0.36020,-0.47400,-0.08131,1.22740,0.20367,-0.01512,-0.02510,0.04600,0.69036,-0.08646
2019-jun,ensmean,201907,-0.61459,-0.90158,-0.39265,-0.19890,0.36303,0.60850,0.24061,-0.01124,0.13059,0.64668
2020-jun,ensmean,202007,-0.39693,-0.87703,-0.14928,0.78438,0.60580,0.86495,0.12348,-0.27742,0.48931,-0.30026
